
+ JAN 2004 	=  235
+ FEB 2004 	= 1056
+ MAR 2004 	=  236
+ APR 2004 	=  239
+ MAY 2004 	=  236
+ JUN 2004 	=  295
+ JUL 2004 	=  167
+ AUG 2004	=   25
**********************
+ TOTAL		= 2489
**********************



STATISTICS FOR AUGUST 2004
------------------------------------
#Date	  , Time    | IP Address
------------------------------------
08-03-2004, 10:02PM | 57.69.14.130
08-04-2004, 06:48PM | 57.69.14.130
08-05-2004, 07:27AM | 202.134.167.22
08-05-2004, 01:44PM | 57.69.14.130
08-06-2004, 10:01AM | 57.69.14.130
08-08-2004, 12:10AM | 203.94.212.86
08-09-2004, 11:44AM | 65.208.200.156
08-10-2004, 01:11AM | 212.138.47.12
08-10-2004, 05:41AM | 209.237.238.175
08-12-2004, 08:15AM | 216.13.46.130
08-12-2004, 08:16AM | 216.13.46.130
08-12-2004, 08:16AM | 216.13.46.130
08-12-2004, 08:16AM | 216.13.46.130
08-12-2004, 08:16AM | 216.13.46.130
08-12-2004, 08:24AM | 216.13.46.130
08-12-2004, 08:24AM | 216.13.46.130
08-13-2004, 07:29AM | 70.241.177.62
08-19-2004, 08:27PM | 24.16.96.227
08-25-2004, 05:31PM | 4.167.107.248
08-27-2004, 08:10AM | 4.8.94.170
08-28-2004, 07:12AM | 61.247.246.212
08-30-2004, 04:59PM | 65.9.151.191
08-30-2004, 07:55PM | 212.138.47.21
08-30-2004, 09:07PM | 212.138.47.16
08-31-2004, 03:27AM | 202.144.96.11
